Fase,Marca,Nombre del producto,Titulo optimizado,EAN,Descripción,Beneficio (bullets),Modo de uso,Composición,Ingredientes,Textura,Tipo de piel,Categoría,Subcategoría,Presentacion,Palabras Clave
Fase 3,AVENE SOLAR,Crema Post Solar Avene Reparadora en Spray 200ml,Crema Post Solar Avene Reparadora en Spray 200ml,7798095415306,"
Reparador post solar que alivia e hidrata la piel después de la exposición al sol. Ayuda a prolongar el bronceado. Ideal para toda la familia.","Beneficios:
Ideal para evitar la descamación.
-Proporciona una sensación de confort a las pieles
sensibles que han sido expuestas al sol.
-Con textura ligera de rápida absorción.
-Hidrata la piel y prolonga el bronceado.
-Para toda la familia, niños a partir de 3 años.","Modo de uso:
Después de toda exposición al sol, aplicar uniformemente sobre la piel de rostro y cuerpo, de preferencia después del baño","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Pre-tocoferil (antioxidante), Ácido glicirretínico (antinflamatorio), Glicerina, glicol (hidratante), Aceite de Cártamo (emoliente)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). PEG-4. CYCLOMETHICONE. SORBITAN STEARATE. CAPRYLIC/CAPRIC TRIGLYCERIDE. MINERAL OIL (PARAFFINUM LIQUIDUM). CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL (CARTHAMUS TINCTORIUS SEED OIL).1,2-HEXANEDIOL. ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER. BETA-SITOSTEROL. CAPRYLYL GLYCOL. DIMETHICONOL. FRAGRANCE (PARFUM). GLYCINE SOJA (SOYBEAN) SEED EXTRACT (GLYCINE SOJA SEED EXTRACT). GLYCYRRHETINIC ACID. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. ISOHEXADECANE. PEG-32. PEG-400. PEG-45 PALM KERNEL GLYCERIDES. POLYSORBATE 60. SODIUM HYDROXIDE. SORBIC ACID. SORBITAN ISOSTEARATE. SUCROSE COCOATE.TOCOPHERYL GLUCOSIDE. WATER (AQUA). XANTHAN GUM.",Textura: Crema/gel,Apto para todo tipo de piel,,,Presentacion: 200 ml,*Crema post solar *Crema reparadora post solar *Hidratante *Humectante *Bronceado *Descamación *Piel sensible *Textura ligera
Fase 2,AVENE SOLAR,Protector Solar Avene Especial Niños en Spray SPF 50+ 200ml,Protector Solar Avene Especial Niños en Spray SPF 50+ 200ml,7798095415337,"
Protector solar spf 50 para la piel sensible del rostro y cuerpo de niños","Beneficios: 
Eficaz contra UVB-UVA largos y cortos
Previene el daño producido por los radicales libres
Efecto barrera anti-agresión
Tecnología Swop
Protección reforzada 
Sin perfume
Muy resistente al agua
Indicado para niños+ a 3 años",Modo de uso: Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.,"Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Tinosorb M, Tinosorb S, Uvasorb HEB (sistema fotoprotector), Pre-tocoferil + Thialidina (complejo antioxidante reforzado), Glicerina vegetal (Hidratante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DICAPRYLYL CARBONATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. DIISOPROPYL ADIPATE. BUTYL METHOXYDIBENZOYLMETHANE. CETEARYL ISONONANOATE. LAURYL GLUCOSIDE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. DECYL GLUCOSIDE. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. CITRIC ACID. DISODIUM EDTA. GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HYDROGENATED PALM GLYCERIDES. HYDROGENATED PALM KERNEL GLYCERIDES. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PROPYLENE GLYCOL. SORBITAN ISOSTEARATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM.",Textura: Leche,Apto para todo tipo de piel,,,Presentacion: 200 ml,*Protector Solar *UV *FPS *Infantil *Niños *Facial *Corporal *Fotoprotector *Hidratante *Resistente al agua *Alta proteccion
Fase 2,AVENE SOLAR,Protector Solar Avene Compacto color Dorado SPF 50+ 10gr,Protector Solar Avene Compacto color Dorado SPF 50+ 10gr,7798095415214,"
Protector solar spf 50 sin filtros quimicos efecto maquillaje","Beneficios:
Protege eficazmente de la radiación UVA-UVB gracias a su pantalla 100% mineral.
Efecto calmante y desensibilizante. 
Libre de perfumes y filtros químicos. 
Unifica el tono de la piel
Muy resistente al agua. 
Previene el daño producido por los radicales libres. 
","Modo de uso: 
Antes de toda exposición al sol, aplicar uniformemente en el rostro y cuello con ayuda de la esponja aplicadora dando ligeros toques. Difuminar desde el interior hacia el exterior del rostro. Renovar con frecuencia la aplicación en caso de exposición prolongada.","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Dióxido de titanio (pantalla mineral), Óxido de zin (pigmento) y Pre-tocoferil (anti-oxidante)","Ingredientes:
DIMETHICONE. TITANIUM DIOXIDE [NANO]. HYDROGENATED POLYISOBUTENE. PHENYL TRIMETHICONE. TITANIUM DIOXIDE (CI 77891). ISODECYL NEOPENTANOATE. ZINC OXIDE [NANO]. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). SQUALANE. TALC. ETHYLHEXYL HYDROXYSTEARATE. POLYETHYLENE. POLYMETHYL METHACRYLATE. SILICA. POLYGLYCERYL-3 DIISOSTEARATE. ALUMINA. STEARIC ACID. AVENE THERMAL SPRING WATER (AVENE AQUA). BEESWAX (CERA ALBA). BHT. CAPRYLIC/CAPRIC TRIGLYCERIDE. MICROCRYSTALLINE WAX (CERA MICROCRISTALLINA). PHENOXYETHANOL. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. TRIETHOXYCAPRYLYLSILANE. WATER (AQUA)",Textura: crema compacta,Apto para pieles sensibles a intolerantes,,,Presentacion: 10 ml,*Protección Solar *Cuidado Facial *Rostro *Maquillaje  *Protector con Color *Alta protección *Pieles Intolerantes *Compacto *Protector *Maquillaje  *Corrector
Fase 2,AVENE SOLAR,Protector Solar Avene Fluido Mineral color SPF 50+ 40ml,Protector Solar Avene Fluido Mineral color SPF 50+ 40ml,7798095418994,"
Protector solar spf 50 facial fluido sin filtros quimicos con color. Efecto maquillaje","Beneficios:
Protege eficazmente de la radiación UVA-UVB 
gracias a su pantalla 100% mineral
Sin filtros químicos
Textura fluida con color
Muy resistente al agua","Modo de uso: 
Aplicar al menos 20 minutos antes de la primera
exposición solar, en cantidad suficiente. Renovar
cada 2 horas.","Composición:
Complejo de protección solar mineral ([Ti02+Zn0]
) y Provitamina E (Potente antioxidante fotoestable)
","Ingredientes:
ZINC OXIDE [NANO]. AVENE THERMAL SPRING WATER (AVENE AQUA). TITANIUM DIOXIDE [NANO]. COCO-CAPRYLATE/CAPRATE. ISOPROPYL PALMITATE. ISOCETYL STEAROYL STEARATE. ISODECYL NEOPENTANOATE. ISODODECANE. ISOHEXADECANE. PTFE. TRIETHYLHEXANOIN. DICAPRYLYL ETHER. PEG-30 DIPOLYHYDROXYSTEARATE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). MICA. ALUMINA. STEARIC ACID. CAPRYLYL GLYCOL. PEG-45/DODECYL GLYCOL COPOLYMER. SILICA [NANO]. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. DISODIUM EDTA. DISTEARDIMONIUM HECTORITE. GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE. POLYAMIDE-3. SODIUM CHLORIDE. TITANIUM DIOXIDE (CI 77891). TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. TRIETHOXYCAPRYLYLSILANE. WATER (AQUA)",Textura: ultra ligera,Apto para pieles sensibles a intolerantes,,,Presentacion: 50 ml,*Protector solar *FPS *UV *Piel sensible *Piel alergica *Piel intolerante *Muy resistente al agua
Fase 2,AVENE SOLAR,Autobronceante Avene Brillo Natural 100ml,Autobronceante Avene Brillo Natural 100ml,7798095415313,"
Crema Autobronceante facial y corporal, ideal para quienes no pueden tomar sol","Beneficios:
Proporciona un tono bronceado natural y uniforme en pocas horas
Su textura es ligera, no grasa y delicadamente perfumada
Se aplica fácil y rápidamente sin dejar rastros ni demarcaciones
No contiene protector solar","Modo de uso: 
Aplicar en una capa fina y uniforme sobre el rostro y/o
cuerpo perfectamente limpios y secos. Se recomienda
exfoliar e hidratar bien la piel antes de aplicar. Esperar
20 minutos antes de vestirse. Evitar rodillas, codos y
talones","Composición:
Agua Termal Avène (calma, suaviza y disminuye la irritación), Dihidroxiacetona + eritrulosa (activo bronceador), Agentes hidratantes (Facilitan la accion de la DHA), Pre-tocoferil (antioxidante)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). CYCLOMETHICONE. PROPYLENE GLYCOL. DIHYDROXYACETONE. CAPRYLIC/CAPRIC TRIGLYCERIDE. MINERAL OIL (PARAFFINUM LIQUIDUM). GLYCERYL STEARATE.ISODODECANE. PEG-100 STEARATE. DICAPRYLYL ETHER. STEARYL ALCOHOL. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). TOCOPHERYL GLUCOSIDE. XANTHAN GUM. TOCOPHEROL.",Textura: ultra ligera,Apto para todo tipo de piel,,,Presentacion: 100 ml,*Crema autobronceante *Crema facial *Crema corporal *Textura ligera
Fase 3,AVENE SOLAR,Protector Solar Avene Leche Mineral SPF 50+ 100ml,Protector Solar Avene Leche Mineral SPF 50+ 100ml,7798095415795,"
Protector solar spf 50 sin filtros quimicos especialmente pensado para pieles sensibles e pieles intolerantes ","Beneficios:
Protege eficazmente de la radiación UV gracias a su
pantalla 100% mineral
Aporta una tolerancia total de uso por estar libre de
perfumes y filtros químicos 
Muy resistente al agua
Previene el daño producido por los radicales libres","Modo de uso:
Aplicar una cantidad generosa y uniforme al menos 20 minutos antes de la primera exposición solar. Renovar cada 2 horas y después de cada baño.","Composición:
Filtro solar mineral (Ti02) y Provitamina E (Potente antioxidante fotoestable)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). TITANIUM DIOXIDE [NANO]. ISODECYL NEOPENTANOATE. TRIETHYLHEXANOIN. C12-15 ALKYL BENZOATE. GLYCERIN. CYCLOPENTASILOXANE. POLYGLYCERYL-4 ISOSTEARATE. ALUMINA. CETYL PEG/PPG-10/1 DIMETHICONE. HEXYL LAURATE. STEARIC ACID. CYCLOHEXASILOXANE. C30-45 ALKYL METHICONE. C30-45 OLEFIN. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. IRON OXIDES (CI 77492). (CI 77491). OCTYLDODECANOL. PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE. SILICA DIMETHYL SILYLATE [NANO]. SILK AMINO ACIDS. SODIUM CHLORIDE. SORBIC ACID. TALC. TITANIUM DIOXIDE (CI 77891). TOCOPHERYL GLUCOSIDE. WATER (AQUA). XANTHAN GUM",Textura: Ultra ligera,Apto para pieles sensibles a intolerantes,,,Presentacion: 100ml,*Piel sensible *Piel intolerante *Facial *Rostro *Cara *FPS *UV *FPS 50 *Bloqueador solar *Leche mineral *Piel atópica *Loción mineral *Locion *Resistente al agua
,AVENE TRIXERA,Crema Nutritiva Corporal Avene Trixera 400ml,Crema Nutritiva Corporal Avene Trixera 400ml,7798095418666,Leche nutritiva corporal de uso diario para la piel muy seca de toda la familia. Niños a partir de 3 años.,"-Suaviza, nutre y repara la piel en profundidad
-Restaura la barrera cutánea
-Cuidado nutritivo de uso diario
-Nutrición 24 hs
-Rápida absorción
","Aplicar 1 o 2 veces al día sobre la piel limpia y seca del
rostro y cuerpo.","Agua Termal Avène (Ayuda en procesos irritativos y sensibilizantes), Selectiose con color (Restaura la barrera cutánea), Trío lipídico (Limita la evaporación de agua)",,,,,,,*Crema corporal *Crema facial *Piel seca *Piel sensible *Textura fluida *Suavizante *Reparadora
,AVENE SOLAR,Protector Solar Avene Intense Protect SPF 50+ x 150 ml,Protector Solar Avene Intense Protect SPF 50+ x 150 ml,7799075002066,"
Protector solar spf 50 de ultra-amplio espectro que cumple con los requisitos más exigentes , incluso para las pieles más vulnerables y en condiciones de luz solar más intensas, a la vez que minimiza nuestro impacto en el medioambiente ","Beneficios:
Protege la luz azul visible de alta energía (HEV)
Hidratacion intensa durante 8 horas
Todo nude con acabado transparente e invisible sin manchas blancas
Ultra resistente al agua y al sudor
Sin perfume
Apto para bebes a partir de los 6 meses, niños y mujeres embarazadas
Formulado para reducir el impacto en el medioambiente
","Modo de uso:
Antes de la exposición al sol, aplicar una cantidad abundante en la cara y/o el cuerpo (por ejemplo, 2 dedos de producto para el antebrazo). Volver a aplicar con frecuencia para mantener la protección, sobre todo después de sudar, nadar o secarse.","Composición:
TriAsorB™ (Filtro solar patentado por Pierre Fabre que proporciona a la piel una protección de muy amplio espectro contra los rayos UVB, UVA y la luz azul de alta energía) y Provitamina E (Potente antioxidante fotoestable)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. CAPRYLIC/CAPRIC TRIGLYCERIDE. DICAPRYLYL CARBONATE. DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE. GLYCERIN. ETHYLHEXYL TRIAZONE. PHENYLENE BIS-DIPHENYLTRIAZINE. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. POTASSIUM CETYL PHOSPHATE. STEARYL ALCOHOL. VP/EICOSENE COPOLYMER. BENZOIC ACID. CAPRYLYL GLYCOL. GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. GLYCERYL STEARATE. PEG-100 STEARATE. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. PPG-1-PEG-9 LAURYL GLYCOL ETHER. RED 33 (CI 17200). SORBITAN ISOSTEARATE. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM",Textura: ultra fluido,Apto para las pieles mas vulnerables,,,Presentacion: 150 ml,*Piel sensible *Piel vulnerable *Facial *Rostro *Cara *FPS *UV *FPS 50 *Bloqueador solar *Bloqueador de luz azul *Resistente al agua *Sin perfume
,AVENE CLEANANCE,Sérum corrector Avene Cleanance WOMEN 30ml NUEVO ,Sérum corrector Avene Cleanance WOMEN 30ml NUEVO ,7799075001700,"
Serum corrector que reduce las imperfecciones de la piel de las mujeres adultas, afina la textura y reduce los poros","Beneficios:
-Reduce la apariencia de poros
-Antiimperfecciones
-Limita la oxidación de sebo
-Efecto alisante en la piel
-Perfume fresco y delicado","Modo de uso:
Aplicar por la mañana y/o por la noche en todo el rostro y masajear suavemente con las yemas de los dedos.
","Compuesto por: P-Refinyl® (Activo seborregulador que cierra los poros. Refuerza la estructura de la epidermis para tensar y reducir los poros dilatados) y Ácidos frutales (Principios activos comedolíticos. Ayudan a eliminar las células muertas y, por tanto, a alisar la textura de la piel y a desobstruir los poros. Ayudan a alisar y suavizar la superficie de la piel)","Ingredientes:
AVENE THERMAL SPRING WATER (AVENE AQUA). WATER (AQUA). GLYCOLIC ACID. GLYCERIN. POLYMETHYL METHACRYLATE. PROPYLENE GLYCOL. HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER. SODIUM HYDROXIDE. ISOPROPYL MYRISTATE. LACTIC ACID. SODIUM CHLORIDE. HEXYLRESORCINOL. FRAGRANCE (PARFUM). LENS ESCULENTA (LENTIL) SEED EXTRACT (LENS ESCULENTA SEED EXTRACT). PENTYLENE GLYCOL. POLYACRYLATE-13. POLYISOBUTENE. POLYSORBATE 20. POLYSORBATE 60. SODIUM BENZOATE. SORBITAN ISOSTEARATE",Textura: Serum,Tipo de piel: piel mixta con imperfecciones,,,Presentacion: 30 ml,*Anti-imperfecciones  *Seborregulador *Rostro *Facial *PielAdulta *PielMixta
,AVENE SOLAR,Protector Solar Avene en Spray SPF 50+ 200ml,Protector Solar Avene en Spray SPF 50+ 200ml,7798095415238,"
 Protector solar spf 50 corporal y facil para piel sensible.","Beneficios:
 Protege la piel sensible expuesta a la luz solar intensa.
 Disminuye la sequedad e hidrata la piel durante seis horas.
 Tiene un sistema de apertura y cierre que permite que su uso sea más fácil y práctico.
 Antioxidante, hidratante y sin efecto blanco.
 Resistente al agua.","Modo de uso:
 Antes de la exposición al sol, aplicar generosamente en el rostro o el cuerpo (por ejemplo, 6 pulverizaciones del producto en el antebrazo). Vuelve a aplicarte el protector solar con frecuencia para mantener la protección especialmente después de sudar, nadar o secarte con una toalla.","Composición: 
 Complejo Sunsitive® Protection (sistema de filtros patentado que contiene solo 4 filtros solares para una protección UVB-UVA muy amplia, provitamina E para la protección contra el estrés oxidativo y Agua termal de Avène)",AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. COCO-CAPRYLATE/CAPRATE. METHYLENE BIS-BENZOTRIAZOLYL TETRAMETHYLBUTYLPHENOL [NANO]. DIISOPROPYL ADIPATE. WATER (AQUA). BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. DIETHYLHEXYL BUTAMIDO TRIAZONE. POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE. GLYCERIN. BUTYL METHOXYDIBENZOYLMETHANE. DECYL GLUCOSIDE. BENZOIC ACID. BUTYLENE GLYCOL. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. DISODIUM EDTA. FRAGRANCE (PARFUM). HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL (HELIANTHUS ANNUUS SEED OIL). HYDROXYCAPRIC ACID. LAURYL GLUCOSIDE. OXOTHIAZOLIDINE. PROPYLENE GLYCOL. SODIUM BENZOATE. SODIUM CITRATE. SODIUM LAURYL GLUCOSE CARBOXYLATE. SORBIC ACID. TOCOPHEROL. TOCOPHERYL GLUCOSIDE. XANTHAN GUM,Textura: Ultra ligera,Apto para todo tipo de piel,,,Presentación: 200 ml,
,,Fluido SPF 50+ ,Protector Solar Avene Fluido SPF 50+ ,7799075002325,"Protector solar SPF 50+ para pieles sensibles normales y mixta del rostro. Protege de los rayos UVA, UVB y Luz azul, aceleradora del envejecimiento cutáneo, hasta 450nm. Su textura ligera permite una absorción en 3 segundos* y deja un acabado invisible en la piel. 


","Fotoprotección: filtros fotoestables UVB-UVA- LUZ AZUL que combaten los efectos nocivos de los rayos solares. -95% de daño celular inducido por la radiación solar*.
Antioxidante: ayuda a proteger las células contra los radicales libres**.
Toque seco: deja un acabado invisible y no pegajoso en la piel y se absorbe en 3 segundos***.
Resistente al agua protege la piel contra los efectos nocivos del sol incluso al nadar.
Filtro formulado para para limitar el impacto en los ecosistemas marinos ****.

*Test In vitro en epidermis reconstruida expuesta a la luz azul - Cuantificación de la oxidación del ADN.
**Test In vitro
***Análisis sensorial descriptivo por 15 panelistas formados para el analisis sensorial de productos tópicos
****Filtros no ecotóxicos sin impacto significativo en 3 especies representativas de la biodiversidad marina (una especie de coral, una especie de fitopláncton y una especie de zoopláncton) de acuerdo a tests llevados a cabo por el Observatorio Oceanográfico de Banyuls -sur-Mer, colaborador de el European Marine Biological Resource Center, en concentraciones representativas de las que podemos encontrar en el medio ambiente de fotoprotectores; y fórmulas optimizadas para mejorar su biodegradabilidad de acuerdo al test OECD301b.","Antes de la exposición al sol, aplicar 1 dedo de producto sobre el rostro y el cuello. Volver a aplicar con frecuencia para mantener la protección, sobre todo después de sudar, nadar o secarse con toalla.","Compuesto por: TriAsorB™ (Filtro solar patentado por Pierre Fabre que proporciona a la piel una protección de muy amplio espectro contra los rayos UVB, UVA y la luz azul de alta energía)",AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE. ETHYLHEXYL TRIAZONE. ORYZA SATIVA (RICE) STARCH (ORYZA SATIVA STARCH). PHENYLENE BIS-DIPHENYLTRIAZINE. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. POTASSIUM CETYL PHOSPHATE. GLYCERYL STEARATE. STEARYL ALCOHOL. TAPIOCA STARCH. VP/EICOSENE COPOLYMER. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. PPG-1-PEG-9 LAURYL GLYCOL ETHER. RED 33 (CI 17200). TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM,Fluida,Normal a mixta,Facial,Solares,50 ml,*Protectorsolar *UVB *LuzAzul *PielSensible *Solar *CuidadoFacial *PielMixta *SPF *FPS *AltaProtección *Rayos *TexturaFluida
,,Fluido SPF 50+ con color ,Protector Solar Avene Fluido SPF 50+ con color ,7799075002332,"Protector solar SPF 50+ con color para pieles sensibles normales y mixta del rostro. Protege de los rayos UVA, UVB y Luz azul, aceleradora del envejecimiento cutáneo, hasta 450nm. Su textura ligera permite una absorción en 3 segundos* y deja un acabado invisible en la piel. 


","Fotoprotección: filtros fotoestables UVB-UVA- LUZ AZUL que combaten los efectos nocivos de los rayos solares. -95% de daño celular inducido por la radiación solar*.
Antioxidante: ayuda a proteger las células contra los radicales libres**.
Toque seco: deja un acabado invisible y no pegajoso en la piel y se absorbe en 3 segundos***.
Resistente al agua protege la piel contra los efectos nocivos del sol incluso al nadar.
Filtro formulado para para limitar el impacto en los ecosistemas marinos ****.

*Test In vitro en epidermis reconstruida expuesta a la luz azul - Cuantificación de la oxidación del ADN.
**Test In vitro
***Análisis sensorial descriptivo por 15 panelistas formados para el analisis sensorial de productos tópicos
****Filtros no ecotóxicos sin impacto significativo en 3 especies representativas de la biodiversidad marina (una especie de coral, una especie de fitopláncton y una especie de zoopláncton) de acuerdo a tests llevados a cabo por el Observatorio Oceanográfico de Banyuls -sur-Mer, colaborador de el European Marine Biological Resource Center, en concentraciones representativas de las que podemos encontrar en el medio ambiente de fotoprotectores; y fórmulas optimizadas para mejorar su biodegradabilidad de acuerdo al test OECD301b.","Antes de la exposición al sol, aplicar 1 dedo de producto sobre el rostro y el cuello. Volver a aplicar con frecuencia para mantener la protección, sobre todo después de sudar, nadar o secarse con toalla.","Compuesto por: TriAsorB™ (Filtro solar patentado por Pierre Fabre que proporciona a la piel una protección de muy amplio espectro contra los rayos UVB, UVA y la luz azul de alta energía)",AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE. ETHYLHEXYL TRIAZONE. PHENYLENE BIS-DIPHENYLTRIAZINE. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. TITANIUM DIOXIDE (CI 77891). POTASSIUM CETYL PHOSPHATE. ORYZA SATIVA (RICE) STARCH (ORYZA SATIVA STARCH). ISONONYL ISONONANOATE. GLYCERYL STEARATE. STEARYL ALCOHOL. TAPIOCA STARCH. VP/EICOSENE COPOLYMER. ALUMINA. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. IRON OXIDES (CI 77492) (CI 77491) (CI 77499). ISOPROPYL MYRISTATE. ISOPROPYL TITANIUM TRIISOSTEARATE. POLYHYDROXYSTEARIC ACID. PPG-1-PEG-9 LAURYL GLYCOL ETHER. PROPYLENE CARBONATE. STEARALKONIUM HECTORITE. TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM,Fluida,Normal a mixta,Facial,Solares,50 ml,*Protectorsolar *UVB *LuzAzul *PielSensible *Solar *CuidadoFacial *PielMixta *SPF *FPS *AltaProtección *Rayos *TexturaFluida *ConColor
,,Cleanance SPF 50+ para pieles con acné,Protector Solar Avene Cleanance SPF 50+ para pieles con acné,7799075002349,"Protector solar SPF 50+ para pieles sensibles grasas con imperfecciones. Protege de los rayos UVA, UVB y Luz azul, aceleradora del envejecimiento cutáneo, hasta 450nm. Con Monolaurina, activo seborregulador, permite una reducción significativa de los granitos y ayuda a prevenir la aparición de marcas debidas a la exposición solar. Cleanance Solar 50+ deja en la piel un acabado imperceptible, sin brillos y sirve como una excelente base de maquillaje. 


","Fotoprotección: filtros fotoestables UVB-UVA- LUZ AZUL que combaten los efectos nocivos de los rayos solares. -95% de daño celular inducido por la radiación solar*.
Antioxidante: ayuda a proteger las células contra los radicales libres**.
Imperceptible: deja una tez natural y una protección invisible cada día. Utilizar como crema de día.
Seborregulador presenta una reducción significativa de las lesiones acneicas.
Fórmula diseñada para limitar el impacto en los ecosistemas marinos ***.

*Test In vitro en epidermis reconstruida expuesta a la luz azul - Cuantificación de la oxidación del ADN.
**Test In vitro
***Filtros no ecotóxicos sin impacto significativo en 3 especies representativas de la biodiversidad marina (una especie de coral, una especie de fitopláncton y una especie de zoopláncton) de acuerdo a tests llevados a cabo por el Observatorio Oceanográfico de Banyuls -sur-Mer, colaborador de el European Marine Biological Resource Center, en concentraciones representativas de las que podemos encontrar en el medio ambiente de fotoprotectores; y fórmulas optimizadas para mejorar su biodegradabilidad de acuerdo al test OECD301b.","Antes de la exposición al sol, aplicar 1 dedo de producto sobre el rostro y el cuello. Volver a aplicar con frecuencia para mantener la protección, sobre todo después de sudar, nadar o secarse con toalla.","Compuesto por: TriAsorB™ (Filtro solar patentado por Pierre Fabre que proporciona a la piel una protección de muy amplio espectro contra los rayos UVB, UVA y la luz azul de alta energía) y Monolaurina (Activo seborregulador que reduce el exceso de producción de sebo para una piel matificada y con menos brillos)",AVENE THERMAL SPRING WATER (AVENE AQUA). C12-15 ALKYL BENZOATE. DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE. ETHYLHEXYL TRIAZONE. ORYZA SATIVA (RICE) STARCH (ORYZA SATIVA STARCH). PHENYLENE BIS-DIPHENYLTRIAZINE. WATER (AQUA). GLYCERIN. BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE. POTASSIUM CETYL PHOSPHATE. GLYCERYL LAURATE. GLYCERYL STEARATE. STEARYL ALCOHOL. TAPIOCA STARCH. VP/EICOSENE COPOLYMER. BENZOIC ACID. CAPRYLIC/CAPRIC TRIGLYCERIDE. CAPRYLYL GLYCOL. FRAGRANCE (PARFUM). GLYCERYL BEHENATE. GLYCERYL DIBEHENATE. PPG-1-PEG-9 LAURYL GLYCOL ETHER. RED 33 (CI 17200). TOCOPHERYL GLUCOSIDE. TRIBEHENIN. XANTHAN GUM. ZINC GLUCONATE,Fluida,Grasa,Facial,Solares,50 ml,*Protectorsolar *UVB *LuzAzul *PielSensible *Solar *CuidadoFacial *PielMixta *Acné *PielGrasa *SPF *FPS *AltaProtección *Rayos *TexturaFluida
